stop_point_ref,common_name,source_file
490011856W,St. Nicholas Centre,tfl_21-407-_-y05-11_HygcEjI.xml
490012272N,South Croydon Bus Garage,tfl_21-407-_-y05-11_HygcEjI.xml
490015442S,South Croydon Bus Garage,tfl_21-407-_-y05-11_HygcEjI.xml
490012726S,St James Road Kenley,tfl_21-407-_-y05-11_HygcEjI.xml
490012726N,St James Road Kenley,tfl_21-407-_-y05-11_HygcEjI.xml
490013020N,Sunnydene Road,tfl_21-407-_-y05-11_HygcEjI.xml
490013020S,Sunnydene Road,tfl_21-407-_-y05-11_HygcEjI.xml
490013061D,Sutton / Marshalls Road,tfl_21-407-_-y05-11_HygcEjI.xml
490013064V,Sutton Civic Centre,tfl_21-407-_-y05-11_HygcEjI.xml
490013081K,Sutton Police Station,tfl_21-407-_-y05-11_HygcEjI.xml
490013082R,Sutton Head Post Office,tfl_21-407-_-y05-11_HygcEjI.xml
490013100G,Swan & Sugar Loaf,tfl_21-407-_-y05-11_HygcEjI.xml
490013100J,Swan & Sugar Loaf,tfl_21-407-_-y05-11_HygcEjI.xml
490013269S,Aberdeen Road South Croydon,tfl_21-407-_-y05-11_HygcEjI.xml
40004410108A,Bourne Court,tfl_21-407-_-y05-11_HygcEjI.xml
40004410108B,Bourne Court,tfl_21-407-_-y05-11_HygcEjI.xml
490013422E,The Holt,tfl_21-407-_-y05-11_HygcEjI.xml
490013422W,The Holt,tfl_21-407-_-y05-11_HygcEjI.xml
490013437S,The Kenley Hotel / Kenley Station,tfl_21-407-_-y05-11_HygcEjI.xml
490013437W,The Kenley Hotel / Kenley Station,tfl_21-407-_-y05-11_HygcEjI.xml
490013543N,Brighton Road / Purley Downs Road,tfl_21-407-_-y05-11_HygcEjI.xml
490013543S,Brighton Road / Purley Downs Road,tfl_21-407-_-y05-11_HygcEjI.xml
490013603N,Purley Oaks Station,tfl_21-407-_-y05-11_HygcEjI.xml
490013603C,Purley Oaks Station,tfl_21-407-_-y05-11_HygcEjI.xml
490013679J,Times Square,tfl_21-407-_-y05-11_HygcEjI.xml
490013920N,Upland Road Croydon,tfl_21-407-_-y05-11_HygcEjI.xml
490013920S,Upland Road Croydon,tfl_21-407-_-y05-11_HygcEjI.xml
490014043A,Vicarage Rd / Wandle Park Tram Stop,tfl_21-407-_-y05-11_HygcEjI.xml
490014043B,Vicarage Rd / Wandle Park Tram Stop,tfl_21-407-_-y05-11_HygcEjI.xml
490014110S,Purley Way / Waddon Road,tfl_21-407-_-y05-11_HygcEjI.xml
490014111S,Waddon New Road / Waddon Road,tfl_21-407-_-y05-11_HygcEjI.xml
490014136W,Wallington County Grammar School,tfl_21-407-_-y05-11_HygcEjI.xml
490014137E,Wallington Green / Croydon Road,tfl_21-407-_-y05-11_HygcEjI.xml
490014137W,Wallington Green / Croydon Road,tfl_21-407-_-y05-11_HygcEjI.xml
40004410113A,Well Farm Road,tfl_21-407-_-y05-11_HygcEjI.xml
490014420W,West Croydon Bus Station,tfl_21-407-_-y05-11_HygcEjI.xml
490014420X,West Croydon Bus Station,tfl_21-407-_-y05-11_HygcEjI.xml
490014614E10,Whitgift Centre,tfl_21-407-_-y05-11_HygcEjI.xml
490014614E14,Whitgift Centre,tfl_21-407-_-y05-11_HygcEjI.xml
40004410114B,Whyteleafe South Station,tfl_21-407-_-y05-11_HygcEjI.xml
40004410114A,Whyteleafe South Station,tfl_21-407-_-y05-11_HygcEjI.xml
40004410116B,Whyteleafe and Upper Warlingham Stations,tfl_21-407-_-y05-11_HygcEjI.xml
40004410116A,Whyteleafe and Upper Warlingham Stations,tfl_21-407-_-y05-11_HygcEjI.xml
490015833S,Chalk Pit Way,tfl_21-407-_-y05-11_HygcEjI.xml
490014110B,Courtney Road,tfl_21-407-_-y05-11_HygcEjI.xml
490008217E,Guy Road,tfl_21-407-_-y05-11_HygcEjI.xml
490000388Y,Warbank Crescent,tfl_21-464-_-y05-55535.xml
490000388Z,Warbank Crescent,tfl_21-464-_-y05-55535.xml
490010848N,New Addington Tram Stop,tfl_21-464-_-y05-55535.xml
490010848S,New Addington Tram Stop,tfl_21-464-_-y05-55535.xml
490003093N,King Henry's Drive / Homestead Way,tfl_21-464-_-y05-55535.xml
490003093S,King Henry's Drive / Homestead Way,tfl_21-464-_-y05-55535.xml
490003994S,Lebanon Gardens,tfl_21-464-_-y05-55535.xml
490003994E,Lebanon Gardens,tfl_21-464-_-y05-55535.xml
490004680E,Calley Down Crescent,tfl_21-464-_-y05-55535.xml
490004680W,Calley Down Crescent,tfl_21-464-_-y05-55535.xml
490004928Z,Central Parade New Addington,tfl_21-464-_-y05-55535.xml
490004928N,Central Parade New Addington,tfl_21-464-_-y05-55535.xml
490005009W,Charlton Drive,tfl_21-464-_-y05-55535.xml
40004410805D,Cudham Road,tfl_21-464-_-y05-55535.xml
490008533N,Biggin Hill / Black Horse,tfl_21-464-_-y05-55535.xml
490008533S,Biggin Hill / Black Horse,tfl_21-464-_-y05-55535.xml
490009625N,Maple Leaf Close,tfl_21-464-_-y05-55535.xml
490009926E,New Addington Baptist Church,tfl_21-464-_-y05-55535.xml
490009926W,New Addington Baptist Church,tfl_21-464-_-y05-55535.xml
40004410805A,Ship Hill / Borough Road,tfl_21-464-_-y05-55535.xml
40004410805H,Ship Hill / Borough Road,tfl_21-464-_-y05-55535.xml
490011693N3,Rosehill Road,tfl_21-464-_-y05-55535.xml
490011693S,Rosehill Road,tfl_21-464-_-y05-55535.xml
490011874N,Main Road / Salt Box Hill,tfl_21-464-_-y05-55535.xml
490011874S,Main Road / Salt Box Hill,tfl_21-464-_-y05-55535.xml
490012660E,St Edward's Church,tfl_21-464-_-y05-55535.xml
490012824N,Stock Hill,tfl_21-464-_-y05-55535.xml
490012824S,Stock Hill,tfl_21-464-_-y05-55535.xml
490013017N,Main Road / Sunningvale Ave,tfl_21-464-_-y05-55535.xml
490013017S,Main Road / Sunningvale Ave,tfl_21-464-_-y05-55535.xml
490013114E,Swievelands Road,tfl_21-464-_-y05-55535.xml
490013114W,Swievelands Road,tfl_21-464-_-y05-55535.xml
40004410805F,Cudham Hill,tfl_21-464-_-y05-55535.xml
40004410805C,Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55535.xml
40004410134A,Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55535.xml
40004410135A,Tatsfield Village / Old Ship,tfl_21-464-_-y05-55535.xml
40004410805B,Tatsfield Green,tfl_21-464-_-y05-55535.xml
40004410805G,Tatsfield Green,tfl_21-464-_-y05-55535.xml
490006699N,Meridian High School,tfl_21-464-_-y05-55535.xml
490006699S,Meridian High School,tfl_21-464-_-y05-55535.xml
490002038B,Fieldway Tram Stop,tfl_21-464-_-y05-55538.xml
490002038A,Fieldway Tram Stop,tfl_21-464-_-y05-55538.xml
490010848N,New Addington Tram Stop,tfl_21-464-_-y05-55538.xml
490010848S,New Addington Tram Stop,tfl_21-464-_-y05-55538.xml
490002120Z,Biggin Hill Memorial Museum,tfl_21-464-_-y05-55538.xml
490007746N,Biggin Hill Memorial Museum,tfl_21-464-_-y05-55538.xml
490003095E,Addington Road / Pumping Station,tfl_21-464-_-y05-55538.xml
490003095W,Addington Road / Pumping Station,tfl_21-464-_-y05-55538.xml
490003097E,Glebe Way,tfl_21-464-_-y05-55538.xml
490003099N,Addington Road / Glebe Way,tfl_21-464-_-y05-55538.xml
490003099W,Addington Road / Glebe Way,tfl_21-464-_-y05-55538.xml
490003945W,Betchworth Way,tfl_21-464-_-y05-55538.xml
490003993N,Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55538.xml
490003993S,Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55538.xml
490003994S,Lebanon Gardens,tfl_21-464-_-y05-55538.xml
490003994E,Lebanon Gardens,tfl_21-464-_-y05-55538.xml
490004073N,Blackness Lane,tfl_21-464-_-y05-55538.xml
490004073S,Blackness Lane,tfl_21-464-_-y05-55538.xml
490004680E,Calley Down Crescent,tfl_21-464-_-y05-55538.xml
490004680W,Calley Down Crescent,tfl_21-464-_-y05-55538.xml
490013322N,Castle Hill Avenue,tfl_21-464-_-y05-55538.xml
490004843S,Castle Hill Avenue,tfl_21-464-_-y05-55538.xml
490004928Z,Central Parade New Addington,tfl_21-464-_-y05-55538.xml
490004928N,Central Parade New Addington,tfl_21-464-_-y05-55538.xml
490005009W,Charlton Drive,tfl_21-464-_-y05-55538.xml
490005544E,Coney Hall,tfl_21-464-_-y05-55538.xml
490005544W,Coney Hall,tfl_21-464-_-y05-55538.xml
490008680N,Keston Church,tfl_21-464-_-y05-55538.xml
490006165S,Keston Church,tfl_21-464-_-y05-55538.xml
40004410805D,Cudham Road,tfl_21-464-_-y05-55538.xml
490007746S,Hanbury Drive,tfl_21-464-_-y05-55538.xml
490007871E,Hartfield Crescent,tfl_21-464-_-y05-55538.xml
490007871W,Hartfield Crescent,tfl_21-464-_-y05-55538.xml
490008000N2,Westerham Rd / Heathfield Rd,tfl_21-464-_-y05-55538.xml
490008000S2,Heathfield Road /Keston Common,tfl_21-464-_-y05-55538.xml
490008533N,Biggin Hill / Black Horse,tfl_21-464-_-y05-55538.xml
490008533S,Biggin Hill / Black Horse,tfl_21-464-_-y05-55538.xml
490008678N,Keston / The Fox,tfl_21-464-_-y05-55538.xml
490008678S,Keston / The Fox,tfl_21-464-_-y05-55538.xml
490008684N1,Keston Village Hall,tfl_21-464-_-y05-55538.xml
490008684N2,Keston Village Hall,tfl_21-464-_-y05-55538.xml
490009032E,Layhams Road,tfl_21-464-_-y05-55538.xml
490009032W,Layhams Road,tfl_21-464-_-y05-55538.xml
490009051N,Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55538.xml
490009051S,Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55538.xml
490009625N,Maple Leaf Close,tfl_21-464-_-y05-55538.xml
490009878N,Leaves Green / The Kings Arms,tfl_21-464-_-y05-55538.xml
490009878S,Leaves Green / The Kings Arms,tfl_21-464-_-y05-55538.xml
490009926E,New Addington Baptist Church,tfl_21-464-_-y05-55538.xml
490009926W,New Addington Baptist Church,tfl_21-464-_-y05-55538.xml
40004410805A,Ship Hill / Borough Road,tfl_21-464-_-y05-55538.xml
40004410805H,Ship Hill / Borough Road,tfl_21-464-_-y05-55538.xml
490011493N,Redstart Close,tfl_21-464-_-y05-55538.xml
490011493S,Redstart Close,tfl_21-464-_-y05-55538.xml
490011693N3,Rosehill Road,tfl_21-464-_-y05-55538.xml
490011693S,Rosehill Road,tfl_21-464-_-y05-55538.xml
490011874N,Main Road / Salt Box Hill,tfl_21-464-_-y05-55538.xml
490011874S,Main Road / Salt Box Hill,tfl_21-464-_-y05-55538.xml
490012660E,St Edward's Church,tfl_21-464-_-y05-55538.xml
490012824N,Stock Hill,tfl_21-464-_-y05-55538.xml
490012824S,Stock Hill,tfl_21-464-_-y05-55538.xml
490013017N,Main Road / Sunningvale Ave,tfl_21-464-_-y05-55538.xml
490013017S,Main Road / Sunningvale Ave,tfl_21-464-_-y05-55538.xml
490013114E,Swievelands Road,tfl_21-464-_-y05-55538.xml
490013114W,Swievelands Road,tfl_21-464-_-y05-55538.xml
40004410805F,Cudham Hill,tfl_21-464-_-y05-55538.xml
40004410805C,Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55538.xml
40004410134A,Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55538.xml
40004410135A,Tatsfield Village / Old Ship,tfl_21-464-_-y05-55538.xml
490013672E,Tilford Avenue,tfl_21-464-_-y05-55538.xml
490015467N,Vulcan Way,tfl_21-464-_-y05-55538.xml
490015467Z,Vulcan Way,tfl_21-464-_-y05-55538.xml
490015533S1,Fieldway,tfl_21-464-_-y05-55538.xml
490015686S,Leafy Grove,tfl_21-464-_-y05-55538.xml
490015686N,Leafy Grove,tfl_21-464-_-y05-55538.xml
40004410805B,Tatsfield Green,tfl_21-464-_-y05-55538.xml
40004410805G,Tatsfield Green,tfl_21-464-_-y05-55538.xml
490002038B,Fieldway Tram Stop,tfl_21-464-_-y05-55539.xml
490002038A,Fieldway Tram Stop,tfl_21-464-_-y05-55539.xml
490010848N,New Addington Tram Stop,tfl_21-464-_-y05-55539.xml
490010848S,New Addington Tram Stop,tfl_21-464-_-y05-55539.xml
490002120Z,Biggin Hill Memorial Museum,tfl_21-464-_-y05-55539.xml
490007746N,Biggin Hill Memorial Museum,tfl_21-464-_-y05-55539.xml
490003095E,Addington Road / Pumping Station,tfl_21-464-_-y05-55539.xml
490003095W,Addington Road / Pumping Station,tfl_21-464-_-y05-55539.xml
490003097E,Glebe Way,tfl_21-464-_-y05-55539.xml
490003099N,Addington Road / Glebe Way,tfl_21-464-_-y05-55539.xml
490003099W,Addington Road / Glebe Way,tfl_21-464-_-y05-55539.xml
490003945W,Betchworth Way,tfl_21-464-_-y05-55539.xml
490003993N,Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55539.xml
490003993S,Biggin Hill Airport / Passenger Terminal,tfl_21-464-_-y05-55539.xml
490003994S,Lebanon Gardens,tfl_21-464-_-y05-55539.xml
490003994E,Lebanon Gardens,tfl_21-464-_-y05-55539.xml
490004073N,Blackness Lane,tfl_21-464-_-y05-55539.xml
490004073S,Blackness Lane,tfl_21-464-_-y05-55539.xml
490004680E,Calley Down Crescent,tfl_21-464-_-y05-55539.xml
490004680W,Calley Down Crescent,tfl_21-464-_-y05-55539.xml
490013322N,Castle Hill Avenue,tfl_21-464-_-y05-55539.xml
490004843S,Castle Hill Avenue,tfl_21-464-_-y05-55539.xml
490004928Z,Central Parade New Addington,tfl_21-464-_-y05-55539.xml
490004928N,Central Parade New Addington,tfl_21-464-_-y05-55539.xml
490005009W,Charlton Drive,tfl_21-464-_-y05-55539.xml
490005544E,Coney Hall,tfl_21-464-_-y05-55539.xml
490005544W,Coney Hall,tfl_21-464-_-y05-55539.xml
490008680N,Keston Church,tfl_21-464-_-y05-55539.xml
490006165S,Keston Church,tfl_21-464-_-y05-55539.xml
40004410805D,Cudham Road,tfl_21-464-_-y05-55539.xml
490007746S,Hanbury Drive,tfl_21-464-_-y05-55539.xml
490007871E,Hartfield Crescent,tfl_21-464-_-y05-55539.xml
490007871W,Hartfield Crescent,tfl_21-464-_-y05-55539.xml
490008000N2,Westerham Rd / Heathfield Rd,tfl_21-464-_-y05-55539.xml
490008000S2,Heathfield Road /Keston Common,tfl_21-464-_-y05-55539.xml
490008533N,Biggin Hill / Black Horse,tfl_21-464-_-y05-55539.xml
490008533S,Biggin Hill / Black Horse,tfl_21-464-_-y05-55539.xml
490008678N,Keston / The Fox,tfl_21-464-_-y05-55539.xml
490008678S,Keston / The Fox,tfl_21-464-_-y05-55539.xml
490008684N1,Keston Village Hall,tfl_21-464-_-y05-55539.xml
490008684N2,Keston Village Hall,tfl_21-464-_-y05-55539.xml
490009032E,Layhams Road,tfl_21-464-_-y05-55539.xml
490009032W,Layhams Road,tfl_21-464-_-y05-55539.xml
490009051N,Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55539.xml
490009051S,Leaves Green / Ashmore Lane,tfl_21-464-_-y05-55539.xml
490009625N,Maple Leaf Close,tfl_21-464-_-y05-55539.xml
490009878N,Leaves Green / The Kings Arms,tfl_21-464-_-y05-55539.xml
490009878S,Leaves Green / The Kings Arms,tfl_21-464-_-y05-55539.xml
490009926E,New Addington Baptist Church,tfl_21-464-_-y05-55539.xml
490009926W,New Addington Baptist Church,tfl_21-464-_-y05-55539.xml
40004410805A,Ship Hill / Borough Road,tfl_21-464-_-y05-55539.xml
40004410805H,Ship Hill / Borough Road,tfl_21-464-_-y05-55539.xml
490011493N,Redstart Close,tfl_21-464-_-y05-55539.xml
490011493S,Redstart Close,tfl_21-464-_-y05-55539.xml
490011693N3,Rosehill Road,tfl_21-464-_-y05-55539.xml
490011693S,Rosehill Road,tfl_21-464-_-y05-55539.xml
490011874N,Main Road / Salt Box Hill,tfl_21-464-_-y05-55539.xml
490011874S,Main Road / Salt Box Hill,tfl_21-464-_-y05-55539.xml
490012660E,St Edward's Church,tfl_21-464-_-y05-55539.xml
490012824N,Stock Hill,tfl_21-464-_-y05-55539.xml
490012824S,Stock Hill,tfl_21-464-_-y05-55539.xml
490013017N,Main Road / Sunningvale Ave,tfl_21-464-_-y05-55539.xml
490013017S,Main Road / Sunningvale Ave,tfl_21-464-_-y05-55539.xml
490013114E,Swievelands Road,tfl_21-464-_-y05-55539.xml
490013114W,Swievelands Road,tfl_21-464-_-y05-55539.xml
40004410805F,Cudham Hill,tfl_21-464-_-y05-55539.xml
40004410805C,Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55539.xml
40004410134A,Ricketts Hill Road/Manor House,tfl_21-464-_-y05-55539.xml
40004410135A,Tatsfield Village / Old Ship,tfl_21-464-_-y05-55539.xml
490013672E,Tilford Avenue,tfl_21-464-_-y05-55539.xml
490015467N,Vulcan Way,tfl_21-464-_-y05-55539.xml
490015467Z,Vulcan Way,tfl_21-464-_-y05-55539.xml
490015533S1,Fieldway,tfl_21-464-_-y05-55539.xml
490015686S,Leafy Grove,tfl_21-464-_-y05-55539.xml
490015686N,Leafy Grove,tfl_21-464-_-y05-55539.xml
40004410805B,Tatsfield Green,tfl_21-464-_-y05-55539.xml
40004410805G,Tatsfield Green,tfl_21-464-_-y05-55539.xml
40004408088A,Vincent Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408240A,Dorking Station / London Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490001285D,Surbiton Station / Victoria Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490001285C,Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408237A,Leatherhead Rail Station,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408188A,All Saints Church (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408188B,All Saints Church (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408189A,All Saints School,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408189B,All Saints School,tfl_21-465-_-y05-7_b3z8CFQ.xml
490003663X,Barwell Business Park,tfl_21-465-_-y05-7_b3z8CFQ.xml
490003663W,Barwell Business Park,tfl_21-465-_-y05-7_b3z8CFQ.xml
490004328N,Bridge Road (KT9),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408130B,Burford Bridge,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408130A,Burford Bridge,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408133A,Byttom Hill,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408133B,Byttom Hill,tfl_21-465-_-y05-7_b3z8CFQ.xml
490005121X,Chessington World Of Adventures,tfl_21-465-_-y05-7_b3z8CFQ.xml
490005121Y,Chessington World Of Adventures,tfl_21-465-_-y05-7_b3z8CFQ.xml
490005800A16,Cromwell Road Bus Station,tfl_21-465-_-y05-7_b3z8CFQ.xml
490005800A2,Cromwell Road Bus Station,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006089S,Ditton Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408115B,Dorking Station,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408240B,Dorking Station,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408114A,Deepdene Avenue Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408112A,Moores Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408112B,Moores Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408085A,Townfield Court,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408086A,South Street / Dorking,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408113A,Dorking Council Offices,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408113B,Dorking Council Offices,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408110A,West Street (RH4),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408111B,White Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408111A,White Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006364S,East Lane (KT1),tfl_21-465-_-y05-7_b3z8CFQ.xml
490006364N,East Lane (KT1),tfl_21-465-_-y05-7_b3z8CFQ.xml
490006412D1,Eden Street,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006412E3,Eden Street,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006412H,St James Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006490L,Ellingham Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006490M,Ellingham Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006501S,Elmcroft Drive,tfl_21-465-_-y05-7_b3z8CFQ.xml
490006501N,Elmcroft Drive,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408128A,Pixham Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408128B,Pixham Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408134A,Givons Roundabout,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408134B,Givons Roundabout,tfl_21-465-_-y05-7_b3z8CFQ.xml
490007205S,Southborough High School,tfl_21-465-_-y05-7_b3z8CFQ.xml
490007205N,Southborough High School,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408174A,Leatherhead Leisure Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408174B,Leatherhead Leisure Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml
490007595J,Guildhall / Rose Theatre,tfl_21-465-_-y05-7_b3z8CFQ.xml
490007595K,Guildhall / Rose Theatre,tfl_21-465-_-y05-7_b3z8CFQ.xml
490008338S1,Hook Parade,tfl_21-465-_-y05-7_b3z8CFQ.xml
490008338N,Hook Parade,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408131A,Juniper Hall,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408131B,Juniper Hall,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408239A,The Villa,tfl_21-465-_-y05-7_b3z8CFQ.xml
490008949N,Langley Avenue (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml
490008949S,Langley Avenue (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408175B,Bridge Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408175A,Bridge Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408176A,North Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408176B,North Street (KT22),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408192A,Leatherhead Golf Club,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408192B,Leatherhead Golf Club,tfl_21-465-_-y05-7_b3z8CFQ.xml
490009048C,Garrison Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
490009048D,Garrison Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408238A,North Downs Way,tfl_21-465-_-y05-7_b3z8CFQ.xml
490009395N,Lovelace Gardens,tfl_21-465-_-y05-7_b3z8CFQ.xml
490009395S,Lovelace Gardens,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408959A,Malden Rushett / The Star,tfl_21-465-_-y05-7_b3z8CFQ.xml
