stop_point_ref,common_name,source_file
40004408959B,Malden Rushett / The Star,tfl_21-465-_-y05-7_b3z8CFQ.xml
490009615P,Mansfield Road / Hook,tfl_21-465-_-y05-7_b3z8CFQ.xml
490009627S,Maple Road (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml
490009627N,Maple Road (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml
490010075N,Mountcombe Close,tfl_21-465-_-y05-7_b3z8CFQ.xml
490010075S,Mountcombe Close,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408226A,Oxshott Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408226B,Oxshott Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408187A,Park Rise,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408187B,Park Rise,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408191A,Regent Park,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408191B,Regent Park,tfl_21-465-_-y05-7_b3z8CFQ.xml
490011796N,Rushett Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
490011796S,Rushett Lane,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013034S,Surbiton Crescent,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013035N,Surbiton Road / Penrhyn Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013036H,Surbiton Sainsbury's,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013036G,Surbiton Sainsbury's,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013037W,Surbiton Road / Milestone House,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013037E,Surbiton Road / Milestone House,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013315N,The Crescent Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013315S,The Crescent Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013457HU,Ash Tree Close,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408173A,The Mount,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408173B,The Mount,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013474S,The North Star,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013474N,The North Star,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408172A,The Ridgeway Fetcham,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408172B,The Ridgeway Fetcham,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408234A,Oak Road / Leatherhead,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408132A,Mickleham Church,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408132B,Mickleham Church,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013552N,Malden Rushett / Shy Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013552S,Malden Rushett / Shy Horse,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013597Q,Holmwood Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013597N,Holmwood Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408223A,Zig Zag Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408016A,Zig Zag Road,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013628S,Thornhill Road Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013628N,Thornhill Road Surbiton,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408129A,Westhumble Street,tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408129B,Westhumble Street,tfl_21-465-_-y05-7_b3z8CFQ.xml
490014817S,Woodbines Avenue,tfl_21-465-_-y05-7_b3z8CFQ.xml
490015165B,Surbiton Station/Claremont Rd,tfl_21-465-_-y05-7_b3z8CFQ.xml
490018574S,Langley Road (KT6),tfl_21-465-_-y05-7_b3z8CFQ.xml
40004408086B,South Street/ Rose Hill,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013457N,The Maypole,tfl_21-465-_-y05-7_b3z8CFQ.xml
490015165A,Claremont Rd/ Surbiton Station,tfl_21-465-_-y05-7_b3z8CFQ.xml
490020192N,Chessington Garden Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml
490020192S,Chessington Garden Centre,tfl_21-465-_-y05-7_b3z8CFQ.xml
490013511C,Richmond Station,tfl_21-R68-_-y05-58885.xml
490000192S,Richmond Station,tfl_21-R68-_-y05-58885.xml
40004405136E,Hampton Court,tfl_21-R68-_-y05-58885.xml
490004377E,Teddington / Broad Street,tfl_21-R68-_-y05-58885.xml
490004377F,Teddington / Broad Street,tfl_21-R68-_-y05-58885.xml
490004705W,Cambridge Park (TW1),tfl_21-R68-_-y05-58885.xml
490004709E,Cambridge Road (TW11),tfl_21-R68-_-y05-58885.xml
490004709W,Cambridge Road (TW11),tfl_21-R68-_-y05-58885.xml
490005755E,Cresswell Road,tfl_21-R68-_-y05-58885.xml
490005755W,Cresswell Road,tfl_21-R68-_-y05-58885.xml
490005841T,Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885.xml
490005841U,Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885.xml
490007125E,Garrick Villa,tfl_21-R68-_-y05-58885.xml
490007125W,Garrick Villa,tfl_21-R68-_-y05-58885.xml
490007166B,George Street (TW9),tfl_21-R68-_-y05-58885.xml
490007558N,Grove Gardens,tfl_21-R68-_-y05-58885.xml
490007558S,Grove Gardens,tfl_21-R68-_-y05-58885.xml
490007713D,Hampton Court Green,tfl_21-R68-_-y05-58885.xml
490007713E,Hampton Court Green,tfl_21-R68-_-y05-58885.xml
490007725S,Hampton Church,tfl_21-R68-_-y05-58885.xml
490007725N,Hampton Church,tfl_21-R68-_-y05-58885.xml
490007729F,Hampton Court Palace,tfl_21-R68-_-y05-58885.xml
490007732S,Cross Street (TW12),tfl_21-R68-_-y05-58885.xml
490007732N,Cross Street (TW12),tfl_21-R68-_-y05-58885.xml
490007733S,Holly Road,tfl_21-R68-_-y05-58885.xml
490007733N,Holly Road,tfl_21-R68-_-y05-58885.xml
490007734E,Hampton Lodge,tfl_21-R68-_-y05-58885.xml
490007734W,Hampton Lodge,tfl_21-R68-_-y05-58885.xml
490007736S,Hampton Pool,tfl_21-R68-_-y05-58885.xml
490007736N,Hampton Pool,tfl_21-R68-_-y05-58885.xml
490008814E,Kings Road (TW11),tfl_21-R68-_-y05-58885.xml
490009053W,Lebanon Court,tfl_21-R68-_-y05-58885.xml
490009053E,Lebanon Court,tfl_21-R68-_-y05-58885.xml
490009527ST,Mallard Place,tfl_21-R68-_-y05-58885.xml
490009527SV,Mallard Place,tfl_21-R68-_-y05-58885.xml
490009547SA,Manor Circus,tfl_21-R68-_-y05-58885.xml
490009547SB,Manor Circus,tfl_21-R68-_-y05-58885.xml
490009561W,Manor Grove (TW9),tfl_21-R68-_-y05-58885.xml
490009577N,Manor Road (TW11),tfl_21-R68-_-y05-58885.xml
490009577S,Manor Road (TW11),tfl_21-R68-_-y05-58885.xml
490009670E,Marksbury Avenue,tfl_21-R68-_-y05-58885.xml
490009848S,Michelham Gardens,tfl_21-R68-_-y05-58885.xml
490009848N,Michelham Gardens,tfl_21-R68-_-y05-58885.xml
490010049N,Mortlake Road,tfl_21-R68-_-y05-58885.xml
490010049W,Mortlake Road,tfl_21-R68-_-y05-58885.xml
490010157E,National Physical Laboratory,tfl_21-R68-_-y05-58885.xml
490010157W,National Physical Laboratory,tfl_21-R68-_-y05-58885.xml
490010685E,Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885.xml
490010685W,Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885.xml
490010757S,Park Close,tfl_21-R68-_-y05-58885.xml
490010757N,Park Close,tfl_21-R68-_-y05-58885.xml
490010806S,Parkside,tfl_21-R68-_-y05-58885.xml
490010806N,Parkside,tfl_21-R68-_-y05-58885.xml
490011104N,Popes Grotto,tfl_21-R68-_-y05-58885.xml
490011104S,Popes Grotto,tfl_21-R68-_-y05-58885.xml
490001148Z,Poulett Gardens,tfl_21-R68-_-y05-58885.xml
490011148R,Poulett Gardens,tfl_21-R68-_-y05-58885.xml
490011556J,Richmond Bus Station,tfl_21-R68-_-y05-58885.xml
490011557W,Richmond Circus,tfl_21-R68-_-y05-58885.xml
490011557E,Richmond Circus,tfl_21-R68-_-y05-58885.xml
490012048SK,Sheendale Road,tfl_21-R68-_-y05-58885.xml
490012048E,Sheendale Road,tfl_21-R68-_-y05-58885.xml
490012423E,St. Albans Lodge,tfl_21-R68-_-y05-58885.xml
490012460S,St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885.xml
490012460N,St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885.xml
490013172C,Elmfield Avenue,tfl_21-R68-_-y05-58885.xml
490013172D,Elmfield Avenue,tfl_21-R68-_-y05-58885.xml
490013174E,Teddington Lock,tfl_21-R68-_-y05-58885.xml
490012507W,Teddington Lock,tfl_21-R68-_-y05-58885.xml
490013175W,Teddington Memorial Hospital,tfl_21-R68-_-y05-58885.xml
490013175E,Teddington Memorial Hospital,tfl_21-R68-_-y05-58885.xml
490013511F,The Quadrant Richmond,tfl_21-R68-_-y05-58885.xml
490013570E,St Alban's Riverside,tfl_21-R68-_-y05-58885.xml
490013570W,St Alban's Riverside,tfl_21-R68-_-y05-58885.xml
490013975S,Uxbridge Road Hampton,tfl_21-R68-_-y05-58885.xml
490013975N,Uxbridge Road Hampton,tfl_21-R68-_-y05-58885.xml
490015022W,York Street / Twickenham,tfl_21-R68-_-y05-58885.xml
490015022H,York Street / Twickenham,tfl_21-R68-_-y05-58885.xml
490015035SL,Sandycombe Road Richmond,tfl_21-R68-_-y05-58885.xml
490016326S,Kew Retail Park,tfl_21-R68-_-y05-58885.xml
490016327S,West Park Road,tfl_21-R68-_-y05-58885.xml
490016327N,West Park Road,tfl_21-R68-_-y05-58885.xml
490016328W,Courtlands Avenue,tfl_21-R68-_-y05-58885.xml
490016328S,Courtlands Avenue,tfl_21-R68-_-y05-58885.xml
490016329N,Chalkers Corner,tfl_21-R68-_-y05-58885.xml
490016329S,Chalkers Corner,tfl_21-R68-_-y05-58885.xml
490018556E,Orleans Park School,tfl_21-R68-_-y05-58885.xml
490005841R,Orleans Park School,tfl_21-R68-_-y05-58885.xml
490018678E,Taylor Avenue,tfl_21-R68-_-y05-58885.xml
490018678W,Taylor Avenue,tfl_21-R68-_-y05-58885.xml
490013511C,Richmond Station,tfl_21-R68-_-y05-58885_glMYlIz.xml
490000192S,Richmond Station,tfl_21-R68-_-y05-58885_glMYlIz.xml
40004405136E,Hampton Court,tfl_21-R68-_-y05-58885_glMYlIz.xml
490004377E,Teddington / Broad Street,tfl_21-R68-_-y05-58885_glMYlIz.xml
490004377F,Teddington / Broad Street,tfl_21-R68-_-y05-58885_glMYlIz.xml
490004705W,Cambridge Park (TW1),tfl_21-R68-_-y05-58885_glMYlIz.xml
490004709E,Cambridge Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml
490004709W,Cambridge Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml
490005755E,Cresswell Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490005755W,Cresswell Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490005841T,Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490005841U,Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007125E,Garrick Villa,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007125W,Garrick Villa,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007166B,George Street (TW9),tfl_21-R68-_-y05-58885_glMYlIz.xml
490007558N,Grove Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007558S,Grove Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007713D,Hampton Court Green,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007713E,Hampton Court Green,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007725S,Hampton Church,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007725N,Hampton Church,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007729F,Hampton Court Palace,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007732S,Cross Street (TW12),tfl_21-R68-_-y05-58885_glMYlIz.xml
490007732N,Cross Street (TW12),tfl_21-R68-_-y05-58885_glMYlIz.xml
490007733S,Holly Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007733N,Holly Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007734E,Hampton Lodge,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007734W,Hampton Lodge,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007736S,Hampton Pool,tfl_21-R68-_-y05-58885_glMYlIz.xml
490007736N,Hampton Pool,tfl_21-R68-_-y05-58885_glMYlIz.xml
490008814E,Kings Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml
490009053W,Lebanon Court,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009053E,Lebanon Court,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009527ST,Mallard Place,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009527SV,Mallard Place,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009547SA,Manor Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009547SB,Manor Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009561W,Manor Grove (TW9),tfl_21-R68-_-y05-58885_glMYlIz.xml
490009577N,Manor Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml
490009577S,Manor Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml
490009670E,Marksbury Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009848S,Michelham Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml
490009848N,Michelham Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010049N,Mortlake Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010049W,Mortlake Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010157E,National Physical Laboratory,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010157W,National Physical Laboratory,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010685E,Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010685W,Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010757S,Park Close,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010757N,Park Close,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010806S,Parkside,tfl_21-R68-_-y05-58885_glMYlIz.xml
490010806N,Parkside,tfl_21-R68-_-y05-58885_glMYlIz.xml
490011104N,Popes Grotto,tfl_21-R68-_-y05-58885_glMYlIz.xml
490011104S,Popes Grotto,tfl_21-R68-_-y05-58885_glMYlIz.xml
490001148Z,Poulett Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml
490011148R,Poulett Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml
490011556J,Richmond Bus Station,tfl_21-R68-_-y05-58885_glMYlIz.xml
490011557W,Richmond Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml
490011557E,Richmond Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml
490012048SK,Sheendale Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490012048E,Sheendale Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490012423E,St. Albans Lodge,tfl_21-R68-_-y05-58885_glMYlIz.xml
490012460S,St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885_glMYlIz.xml
490012460N,St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013172C,Elmfield Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013172D,Elmfield Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013174E,Teddington Lock,tfl_21-R68-_-y05-58885_glMYlIz.xml
490012507W,Teddington Lock,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013175W,Teddington Memorial Hospital,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013175E,Teddington Memorial Hospital,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013511F,The Quadrant Richmond,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013570E,St Alban's Riverside,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013570W,St Alban's Riverside,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013975S,Uxbridge Road Hampton,tfl_21-R68-_-y05-58885_glMYlIz.xml
490013975N,Uxbridge Road Hampton,tfl_21-R68-_-y05-58885_glMYlIz.xml
490015022W,York Street / Twickenham,tfl_21-R68-_-y05-58885_glMYlIz.xml
490015022H,York Street / Twickenham,tfl_21-R68-_-y05-58885_glMYlIz.xml
490015035SL,Sandycombe Road Richmond,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016326S,Kew Retail Park,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016327S,West Park Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016327N,West Park Road,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016328W,Courtlands Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016328S,Courtlands Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016329N,Chalkers Corner,tfl_21-R68-_-y05-58885_glMYlIz.xml
490016329S,Chalkers Corner,tfl_21-R68-_-y05-58885_glMYlIz.xml
490018556E,Orleans Park School,tfl_21-R68-_-y05-58885_glMYlIz.xml
490005841R,Orleans Park School,tfl_21-R68-_-y05-58885_glMYlIz.xml
490018678E,Taylor Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490018678W,Taylor Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml
490001194A,Mitcham Junction Station,tfl_21-S1-_-y05-59996.xml
490001194B,Mitcham Junction Station,tfl_21-S1-_-y05-59996.xml
490001286O,Sutton Station,tfl_21-S1-_-y05-59996.xml
490013060N,Sutton Station,tfl_21-S1-_-y05-59996.xml
490019635E,Sutton Hospital,tfl_21-S1-_-y05-59996.xml
490003118E,Mill Green Business Park,tfl_21-S1-_-y05-59996.xml
40004409045A,Banstead / The Woolpack,tfl_21-S1-_-y05-59996.xml
40004409045B,Banstead / The Woolpack,tfl_21-S1-_-y05-59996.xml
40004409047A,Banstead / Marks & Spencer,tfl_21-S1-_-y05-59996.xml
40004409047B,Banstead / Marks & Spencer,tfl_21-S1-_-y05-59996.xml
40004409034A,Banstead Downs,tfl_21-S1-_-y05-59996.xml
40004409034B,Banstead Downs,tfl_21-S1-_-y05-59996.xml
490003892E,Benhill Avenue,tfl_21-S1-_-y05-59996.xml
490004824W,Mitcham Garden Village / Willow Lane,tfl_21-S1-_-y05-59996.xml
490004824E,Mitcham Garden Village / Willow Lane,tfl_21-S1-_-y05-59996.xml
490004887S,Brighton Road / Cavendish Road,tfl_21-S1-_-y05-59996.xml
490005844Y,Crown Road (SM1),tfl_21-S1-_-y05-59996.xml
40004409036A,Croydon Lane,tfl_21-S1-_-y05-59996.xml
40004409036B,Croydon Lane,tfl_21-S1-_-y05-59996.xml
490006164A,Downe Road / Mitcham Library,tfl_21-S1-_-y05-59996.xml
490006164B,Downe Road / Mitcham Library,tfl_21-S1-_-y05-59996.xml
490006184E,Downs Road / Belmont Station,tfl_21-S1-_-y05-59996.xml
490006184F,Downs Road / Belmont Station,tfl_21-S1-_-y05-59996.xml
490006630E,Erskine Road,tfl_21-S1-_-y05-59996.xml
490007213N1,Glebe Court,tfl_21-S1-_-y05-59996.xml
490007213M,Glebe Court,tfl_21-S1-_-y05-59996.xml
40004409046B,Glenfield Road,tfl_21-S1-_-y05-59996.xml
40004409046A,Glenfield Road,tfl_21-S1-_-y05-59996.xml
40004409035A,Grange Gardens,tfl_21-S1-_-y05-59996.xml
40004409035B,Grange Gardens,tfl_21-S1-_-y05-59996.xml
490007519S,Green Wrythe Lane,tfl_21-S1-_-y05-59996.xml
490007987E,Cavendish Road (SM2),tfl_21-S1-_-y05-59996.xml
490003293E,Cavendish Road (SM2),tfl_21-S1-_-y05-59996.xml
40004409033A,Highdown Lane,tfl_21-S1-_-y05-59996.xml
40004409033B,Highdown Lane,tfl_21-S1-_-y05-59996.xml
490009286N,London Road / Figge's Marsh,tfl_21-S1-_-y05-59996.xml
490009286S,London Road / Figge's Marsh,tfl_21-S1-_-y05-59996.xml
490009575I,Manor Place,tfl_21-S1-_-y05-59996.xml
490009860N,Middleton Road,tfl_21-S1-_-y05-59996.xml
490009860S2,Middleton Road,tfl_21-S1-_-y05-59996.xml
490009898W,Mill Green Road,tfl_21-S1-_-y05-59996.xml
490009898S,Mill Green Road,tfl_21-S1-_-y05-59996.xml
490009944V,Mitcham / Cricket Green,tfl_21-S1-_-y05-59996.xml
490009946P,Mitcham / Lower Green,tfl_21-S1-_-y05-59996.xml
490009949Z,Mitcham Fair Green,tfl_21-S1-_-y05-59996.xml
490009949Y,Mitcham Fair Green,tfl_21-S1-_-y05-59996.xml
490009952S,Mitcham Police Station,tfl_21-S1-_-y05-59996.xml
490009952T,Mitcham Police Station,tfl_21-S1-_-y05-59996.xml
490010129N,Muschamp Road Carshalton,tfl_21-S1-_-y05-59996.xml
490010129S,Muschamp Road Carshalton,tfl_21-S1-_-y05-59996.xml
490010186N,Netley Road,tfl_21-S1-_-y05-59996.xml
490010186S,Netley Road,tfl_21-S1-_-y05-59996.xml
490010624W,Orchard Way Erskine Road,tfl_21-S1-_-y05-59996.xml
490010724E,Paget Avenue,tfl_21-S1-_-y05-59996.xml
490011149N,Poulton Avenue,tfl_21-S1-_-y05-59996.xml
490011149S,Poulton Avenue,tfl_21-S1-_-y05-59996.xml
490011856W,St. Nicholas Centre,tfl_21-S1-_-y05-59996.xml
490012718HA,St Helier Hospital,tfl_21-S1-_-y05-59996.xml
490012718HB,St Helier Hospital,tfl_21-S1-_-y05-59996.xml
490012719N,Green Wrythe Lane / St. Helier Library,tfl_21-S1-_-y05-59996.xml
490012719S,GREEN WRYTHE LANE,tfl_21-S1-_-y05-59996.xml
490013062C,High Street / Marshalls Road,tfl_21-S1-_-y05-59996.xml
490013064V,Sutton Civic Centre,tfl_21-S1-_-y05-59996.xml
490013072B,Sutton Green,tfl_21-S1-_-y05-59996.xml
490013073W,Lewis Road (SM1),tfl_21-S1-_-y05-59996.xml
490013075G,The London Cancer Hub,tfl_21-S1-_-y05-59996.xml
490013075J,The London Cancer Hub,tfl_21-S1-_-y05-59996.xml
490013081K,Sutton Police Station,tfl_21-S1-_-y05-59996.xml
490013082R,Sutton Head Post Office,tfl_21-S1-_-y05-59996.xml
490013377N,Goat Road,tfl_21-S1-_-y05-59996.xml
490013377S,Goat Road,tfl_21-S1-_-y05-59996.xml
490013565N2,Eveline Road,tfl_21-S1-_-y05-59996.xml
490013565S2,Eveline Road,tfl_21-S1-_-y05-59996.xml
490012566W,Oakhill Road Sutton,tfl_21-S1-_-y05-59996.xml
490013679J,Times Square,tfl_21-S1-_-y05-59996.xml
490014339N,Welbeck Road St Helier,tfl_21-S1-_-y05-59996.xml
490014339S,Welbeck Road St Helier,tfl_21-S1-_-y05-59996.xml
490014723W,The Wilson Hospital,tfl_21-S1-_-y05-59996.xml
490014723E,The Wilson Hospital,tfl_21-S1-_-y05-59996.xml
490015405RH,Bishopsford Road / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml
490015405RJ,Bishopsford Road / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml
490015406RK,Wrythe Lane / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml
490015406RL,Wrythe Lane / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml
490020189N,Victoria Road / Lavender Fields,tfl_21-S1-_-y05-59996.xml
490020190S,Taylor Road,tfl_21-S1-_-y05-59996.xml
490020190N,Taylor Road,tfl_21-S1-_-y05-59996.xml
490003293W,Langley Park Road,tfl_21-S1-_-y05-59996.xml
